"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
3;"C143";"C 14.3";"Herstellung von Bekleidung aus gewirktem und gestricktem Stoff";"H.v. gestrickter Bekleidung"
4;"C1431";"C 14.31";"Herstellung von Strumpfwaren";"H.v. Strumpfwaren"
5;"C14310";"C 14.31-0";"Herstellung von Strumpfwaren";"H.v. Strumpfwaren"
4;"C1439";"C 14.39";"Herstellung von sonstiger Bekleidung aus gewirktem und gestricktem Stoff";"H.v. gestrickter Bekleidung"
5;"C14390";"C 14.39-0";"Herstellung von sonstiger Bekleidung aus gewirktem und gestricktem Stoff";"H.v. gestrickter Bekleidung"
2;"C15";"C 15";"Herstellung von Leder, Lederwaren und Schuhen";"H v. Leder/-waren und Schuhen"
3;"C151";"C 15.1";"Herstellung von Leder und Lederwaren (ohne Herstellung von Lederbekleidung)";"H.v. Leder und -waren"
4;"C1511";"C 15.11";"Herstellung von Leder und Lederfaserstoff; Zurichtung und Färben von Fellen";"H.v. Leder und Fellen"
5;"C15110";"C 15.11-0";"Herstellung von Leder und Lederfaserstoff; Zurichtung und Färben von Fellen";"H.v. Leder und Fellen"
4;"C1512";"C 15.12";"Lederverarbeitung (ohne Herstellung von Lederbekleidung)";"Lederverarbeitung (nicht: -bekleidung)"
5;"C15120";"C 15.12-0";"Lederverarbeitung (ohne Herstellung von Lederbekleidung)";"Lederverarbeitung (nicht: -bekleidung)"
3;"C152";"C 15.2";"Herstellung von Schuhen";"H.v. Schuhen"
4;"C1520";"C 15.20";"Herstellung von Schuhen";"H.v. Schuhen"
5;"C15200";"C 15.20-0";"Herstellung von Schuhen";"H.v. Schuhen"
2;"C16";"C 16";"Herstellung von Holz-, Flecht-, Korb- und Korkwaren (ohne Möbel)";"H.v. Holzwaren; Korbwaren"
3;"C161";"C 16.1";"Säge-, Hobel- und Holzimprägnierwerke";"Säge-, Hobel- und Holzimprägnierwerke"
4;"C1610";"C 16.10";"Säge-, Hobel- und Holzimprägnierwerke";"Säge-, Hobel- und Holzimprägnierwerke"
5;"C16100";"C 16.10-0";"Säge-, Hobel- und Holzimprägnierwerke";"Säge-, Hobel- und Holzimprägnierwerke"
3;"C162";"C 16.2";"Herstellung von sonstigen Holz-, Kork-, Flecht- und Korbwaren (ohne Möbel)";"H.v. sonst. Holzwaren; Korbwaren"
4;"C1621";"C 16.21";"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten";"H.v. Furnier- und Holzfaserplatten"
5;"C16210";"C 16.21-0";"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten";"H.v. Furnier- und Holzfaserplatten"
4;"C1622";"C 16.22";"Herstellung von Parketttafeln";"H.v. Parketttafeln"
5;"C16220";"C 16.22-0";"Herstellung von Parketttafeln";"H.v. Parketttafeln"
4;"C1623";"C 16.23";"Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz";"H.v. Ausbauelementen aus Holz"
5;"C16231";"C 16.23-1";"Fertighaus- und Hallenerzeugung";"Fertighaus- und Hallenerzeugung"
5;"C16239";"C 16.23-9";"Herstellung von sonstigen Konstruktionsteilen und Ausbauelementen aus Holz a.n.g.";"H.v. sonst. Ausbauelementen aus Holz"
4;"C1624";"C 16.24";"Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz";"H.v. Verpackungsmitteln aus Holz"
5;"C16240";"C 16.24-0";"Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz";"H.v. Verpackungsmitteln aus Holz"
4;"C1629";"C 16.29";"Herstellung von Holzwaren a.n.g., Kork-, Flecht- und Korbwaren (ohne Möbel)";"H.v. Holzwaren a.n.g.; Korbwaren"
5;"C16290";"C 16.29-0";"Herstellung von Holzwaren a.n.g., Kork-, Flecht- und Korbwaren (ohne Möbel)";"H.v. Holzwaren a.n.g.; Korbwaren"
2;"C17";"C 17";"Herstellung von Papier, Pappe und Waren daraus";"H.v. Papier/Pappe und Waren daraus"
3;"C171";"C 17.1";"Herstellung von Holz- und Zellstoff, Papier, Karton und Pappe";"H.v. Holz-/Zellstoff, Papier, Karton"
4;"C1711";"C 17.11";"Herstellung von Holz- und Zellstoff";"H.v. Holz- und Zellstoff"
5;"C17110";"C 17.11-0";"Herstellung von Holz- und Zellstoff";"H.v. Holz- und Zellstoff"
4;"C1712";"C 17.12";"Herstellung von Papier, Karton und Pappe";"H.v. Papier, Karton und Pappe"
5;"C17120";"C 17.12-0";"Herstellung von Papier, Karton und Pappe";"H.v. Papier, Karton und Pappe"
3;"C172";"C 17.2";"Herstellung von Waren aus Papier, Karton und Pappe";"H.v. Waren aus Papier und Pappe"
4;"C1721";"C 17.21";"Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe";"H.v. Wellpapier und -pappe"
5;"C17210";"C 17.21-0";"Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe";"H.v. Wellpapier und -pappe"
4;"C1722";"C 17.22";"Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe";"H.v. Haushaltsartikeln aus Papier"
5;"C17220";"C 17.22-0";"Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe";"H.v. Haushaltsartikeln aus Papier"
4;"C1723";"C 17.23";"Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe";"H.v. Bürobedarf aus Papier"
5;"C17230";"C 17.23-0";"Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe";"H.v. Bürobedarf aus Papier"
4;"C1724";"C 17.24";"Herstellung von Tapeten";"H.v. Tapeten"
5;"C17240";"C 17.24-0";"Herstellung von Tapeten";"H.v. Tapeten"
4;"C1729";"C 17.29";"Herstellung von sonstigen Waren aus Papier, Karton und Pappe";"H.v. sonst. Waren aus Papier"
5;"C17290";"C 17.29-0";"Herstellung von sonstigen Waren aus Papier, Karton und Pappe";"H.v. sonst. Waren aus Papier"
2;"C18";"C 18";"Herstellung von Druckerzeugnissen; Vervielfältigung von bespielten Ton-, Bild- und Datenträgern";"H.v. Druckerzeugnissen"
3;"C181";"C 18.1";"Herstellung von Druckerzeugnissen";"H.v. Druckerzeugnissen"
4;"C1811";"C 18.11";"Drucken von Zeitungen";"Drucken v. Zeitungen"
5;"C18110";"C 18.11-0";"Drucken von Zeitungen";"Drucken v. Zeitungen"
4;"C1812";"C 18.12";"Drucken a.n.g.";"Drucken a.n.g."
5;"C18120";"C 18.12-0";"Drucken a.n.g.";"Drucken a.n.g."
4;"C1813";"C 18.13";"Druck- und Medienvorstufe";"Druck- und Medienvorstufe"
5;"C18130";"C 18.13-0";"Druck- und Medienvorstufe";"Druck- und Medienvorstufe"
4;"C1814";"C 18.14";"Binden von Druckerzeugnissen und damit verbundene Dienstleistungen";"Binden v. Druckerzeugnissen"
5;"C18140";"C 18.14-0";"Binden von Druckerzeugnissen und damit verbundene Dienstleistungen";"Binden v. Druckerzeugnissen"
3;"C182";"C 18.2";"Vervielfältigung von bespielten Ton-, Bild- und Datenträgern";"Vervielfältigung bespielter Datenträger"
4;"C1820";"C 18.20";"Vervielfältigung von bespielten Ton-, Bild- und Datenträgern";"Vervielfältigung bespielter Datenträger"
5;"C18200";"C 18.20-0";"Vervielfältigung von bespielten Ton-, Bild- und Datenträgern";"Vervielfältigung bespielter Datenträger"
2;"C19";"C 19";"Kokerei und Mineralölverarbeitung";"Kokerei und Mineralölverarbeitung"
3;"C191";"C 19.1";"Kokerei";"Kokerei"
4;"C1910";"C 19.10";"Kokerei";"Kokerei"
5;"C19100";"C 19.10-0";"Kokerei";"Kokerei"
3;"C192";"C 19.2";"Mineralölverarbeitung";"Mineralölverarbeitung"
4;"C1920";"C 19.20";"Mineralölverarbeitung";"Mineralölverarbeitung"
5;"C19200";"C 19.20-0";"Mineralölverarbeitung";"Mineralölverarbeitung"
2;"C20";"C 20";"Herstellung von chemischen Erzeugnissen";"H.v. chemischen Erzeugnissen"
3;"C201";"C 20.1";"Herstellung von chemischen Grundstoffen, Düngemitteln und Stickstoffverbindungen, Kunststoffen in Primärformen und synthetischem Kautschuk in Primärformen";"H.v. chemischen Grundstoffen"
4;"C2011";"C 20.11";"Herstellung von Industriegasen";"H.v. Industriegasen"
5;"C20110";"C 20.11-0";"Herstellung von Industriegasen";"H.v. Industriegasen"
4;"C2012";"C 20.12";"Herstellung von Farbstoffen und Pigmenten";"H.v. Farbstoffen und Pigmenten"
5;"C20120";"C 20.12-0";"Herstellung von Farbstoffen und Pigmenten";"H.v. Farbstoffen und Pigmenten"
4;"C2013";"C 20.13";"Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien";"H.v. sonst. anorganischen Grundstoffen"
5;"C20130";"C 20.13-0";"Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien";"H.v. sonst. anorganischen Grundstoffen"
4;"C2014";"C 20.14";"Herstellung von sonstigen organischen Grundstoffen und Chemikalien";"H.v. sonst. organischen Grundstoffen"
5;"C20140";"C 20.14-0";"Herstellung von sonstigen organischen Grundstoffen und Chemikalien";"H.v. sonst. organischen Grundstoffen"
4;"C2015";"C 20.15";"Herstellung von Düngemitteln und Stickstoffverbindungen";"H.v. Düngemitteln"
5;"C20150";"C 20.15-0";"Herstellung von Düngemitteln und Stickstoffverbindungen";"H.v. Düngemitteln"
4;"C2016";"C 20.16";"Herstellung von Kunststoffen in Primärformen";"H.v. Kunststoffen in Primärformen"
5;"C20160";"C 20.16-0";"Herstellung von Kunststoffen in Primärformen";"H.v. Kunststoffen in Primärformen"
4;"C2017";"C 20.17";"Herstellung von synthetischem Kautschuk in Primärformen";"H.v. synthetischem Kautschuk"
5;"C20170";"C 20.17-0";"Herstellung von synthetischem Kautschuk in Primärformen";"H.v. synthetischem Kautschuk"
3;"C202";"C 20.2";"Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln";"H.v. Pflanzenschutzmitteln"
4;"C2020";"C 20.20";"Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln";"H.v. Pflanzenschutzmitteln"
5;"C20200";"C 20.20-0";"Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln";"H.v. Pflanzenschutzmitteln"
3;"C203";"C 20.3";"Herstellung von Anstrichmitteln, Druckfarben und Kitten";"H.v. Anstrichmitteln und Kitten"
4;"C2030";"C 20.30";"Herstellung von Anstrichmitteln, Druckfarben und Kitten";"H.v. Anstrichmitteln und Kitten"
5;"C20300";"C 20.30-0";"Herstellung von Anstrichmitteln, Druckfarben und Kitten";"H.v. Anstrichmitteln und Kitten"
3;"C204";"C 20.4";"Herstellung von Seifen, Wasch-, Reinigungs- und Körperpflegemitteln sowie von Duftstoffen";"H.v. Reinigungs- und Körperpflegemitteln"
4;"C2041";"C 20.41";"Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln";"H.v. Wasch- und Reinigungsmitteln"
5;"C20410";"C 20.41-0";"Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln";"H.v. Wasch- und Reinigungsmitteln"
4;"C2042";"C 20.42";"Herstellung von Körperpflegemitteln und Duftstoffen";"H.v. Körperpflegemitteln"
5;"C20420";"C 20.42-0";"Herstellung von Körperpflegemitteln und Duftstoffen";"H.v. Körperpflegemitteln"
3;"C205";"C 20.5";"Herstellung von sonstigen chemischen Erzeugnissen";"H.v. sonst. chemischen Erzeugnissen"
4;"C2051";"C 20.51";"Herstellung von pyrotechnischen Erzeugnissen";"H.v. pyrotechnischen Erzeugnissen"
5;"C20510";"C 20.51-0";"Herstellung von pyrotechnischen Erzeugnissen";"H.v. pyrotechnischen Erzeugnissen"
4;"C2052";"C 20.52";"Herstellung von Klebstoffen";"H.v. Klebstoffen"
5;"C20520";"C 20.52-0";"Herstellung von Klebstoffen";"H.v. Klebstoffen"
4;"C2053";"C 20.53";"Herstellung von etherischen Ölen";"H.v. etherischen Ölen"
5;"C20530";"C 20.53-0";"Herstellung von etherischen Ölen";"H.v. etherischen Ölen"
4;"C2059";"C 20.59";"Herstellung von sonstigen chemischen Erzeugnissen a.n.g.";"H.v. chemischen Erzeugnissen a.n.g."
5;"C20590";"C 20.59-0";"Herstellung von sonstigen chemischen Erzeugnissen a.n.g.";"H.v. chemischen Erzeugnissen a.n.g."
3;"C206";"C 20.6";"Herstellung von Chemiefasern";"H.v. Chemiefasern"
4;"C2060";"C 20.60";"Herstellung von Chemiefasern";"H.v. Chemiefasern"
5;"C20600";"C 20.60-0";"Herstellung von Chemiefasern";"H.v. Chemiefasern"
2;"C21";"C 21";"Herstellung von pharmazeutischen Erzeugnissen";"H.v. pharmazeutischen Erzeugnissen"
3;"C211";"C 21.1";"Herstellung von pharmazeutischen Grundstoffen";"H.v. pharmazeutischen Grundstoffen"
4;"C2110";"C 21.10";"Herstellung von pharmazeutischen Grundstoffen";"H.v. pharmazeutischen Grundstoffen"
5;"C21100";"C 21.10-0";"Herstellung von pharmazeutischen Grundstoffen";"H.v. pharmazeutischen Grundstoffen"
3;"C212";"C 21.2";"Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen";"H.v. pharmazeutischen Spezialitäten"
4;"C2120";"C 21.20";"Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen";"H.v. pharmazeutischen Spezialitäten"
5;"C21200";"C 21.20-0";"Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen";"H.v. pharmazeutischen Spezialitäten"
2;"C22";"C 22";"Herstellung von Gummi- und Kunststoffwaren";"H.v. Gummi- und Kunststoffwaren"
3;"C221";"C 22.1";"Herstellung von Gummiwaren";"H.v. Gummiwaren"
4;"C2211";"C 22.11";"Herstellung und Runderneuerung von Bereifungen";"H.v. Bereifungen; Runderneuerung"
5;"C22110";"C 22.11-0";"Herstellung und Runderneuerung von Bereifungen";"H.v. Bereifungen; Runderneuerung"
4;"C2219";"C 22.19";"Herstellung von sonstigen Gummiwaren";"H.v. sonst. Gummiwaren"
5;"C22190";"C 22.19-0";"Herstellung von sonstigen Gummiwaren";"H.v. sonst. Gummiwaren"
3;"C222";"C 22.2";"Herstellung von Kunststoffwaren";"H.v. Kunststoffwaren"
4;"C2221";"C 22.21";"Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen";"H.v. Kunststoffplatten und -folien"
5;"C22210";"C 22.21-0";"Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen";"H.v. Kunststoffplatten und -folien"
4;"C2222";"C 22.22";"Herstellung von Verpackungsmitteln aus Kunststoffen";"H.v. Kunststoffverpackungsmitteln"
5;"C22220";"C 22.22-0";"Herstellung von Verpackungsmitteln aus Kunststoffen";"H.v. Kunststoffverpackungsmitteln"
4;"C2223";"C 22.23";"Herstellung von Baubedarfsartikeln aus Kunststoffen";"H.v. Kunststoffbaubedarfsartikeln"
5;"C22231";"C 22.23-1";"Herstellung von Türen, Fenstern, Rahmen, Rollläden und Jalousien aus Kunststoffen";"H.v. Türen und Fenstern aus Kunstoffen"
5;"C22239";"C 22.23-9";"Herstellung von sonstigen Baubedarfsartikeln aus Kunststoffen";"H.v. sonst. Kunststoffbaubedarfsartikeln"
4;"C2229";"C 22.29";"Herstellung von sonstigen Kunststoffwaren";"H.v. sonst. Kunststoffwaren"
5;"C22291";"C 22.29-1";"Herstellung von technischen Kunststoffteilen";"H.v. technischen Kunststoffteilen"
5;"C22299";"C 22.29-9";"Herstellung von sonstigen Kunststoffwaren a.n.g.";"H.v. sonst. Kunststoffwaren a.n.g."
2;"C23";"C 23";"Herstellung von Glas und Glaswaren, Keramik, Verarbeitung von Steinen und Erden";"H.v. Glas/-waren, Keramik u.Ä."
3;"C231";"C 23.1";"Herstellung von Glas und Glaswaren";"H.v. Glas und Glaswaren"
4;"C2311";"C 23.11";"Herstellung von Flachglas";"H.v. Flachglas"
5;"C23110";"C 23.11-0";"Herstellung von Flachglas";"H.v. Flachglas"
4;"C2312";"C 23.12";"Veredlung und Bearbeitung von Flachglas";"Veredlung und Bearbeitung v. Flachglas"
5;"C23120";"C 23.12-0";"Veredlung und Bearbeitung von Flachglas";"Veredlung und Bearbeitung v. Flachglas"
4;"C2313";"C 23.13";"Herstellung von Hohlglas";"H.v. Hohlglas"
5;"C23130";"C 23.13-0";"Herstellung von Hohlglas";"H.v. Hohlglas"
4;"C2314";"C 23.14";"Herstellung von Glasfasern und Waren daraus";"H.v. Glasfasern und Waren daraus"
5;"C23140";"C 23.14-0";"Herstellung von Glasfasern und Waren daraus";"H.v. Glasfasern und Waren daraus"
4;"C2319";"C 23.19";"Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren";"H.v. sonst. Glas; inkl. Veredlung"
5;"C23190";"C 23.19-0";"Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren";"H.v. sonst. Glas; inkl. Veredlung"
3;"C232";"C 23.2";"Herstellung von feuerfesten keramischen Werkstoffen und Waren";"H.v. feuerfesten keramischen Waren"
4;"C2320";"C 23.20";"Herstellung von feuerfesten keramischen Werkstoffen und Waren";"H.v. feuerfesten keramischen Waren"
5;"C23200";"C 23.20-0";"Herstellung von feuerfesten keramischen Werkstoffen und Waren";"H.v. feuerfesten keramischen Waren"
3;"C233";"C 23.3";"Herstellung von keramischen Baumaterialien";"H.v. keramischen Baumaterialien"
4;"C2331";"C 23.31";"Herstellung von keramischen Wand- und Bodenfliesen und -platten";"H.v. keramischen Wand- und Bodenfliesen"
5;"C23310";"C 23.31-0";"Herstellung von keramischen Wand- und Bodenfliesen und -platten";"H.v. keramischen Wand- und Bodenfliesen"
4;"C2332";"C 23.32";"Herstellung von Ziegeln und sonstiger Baukeramik";"H.v. Ziegeln und sonst. Baukeramik"
5;"C23320";"C 23.32-0";"Herstellung von Ziegeln und sonstiger Baukeramik";"H.v. Ziegeln und sonst. Baukeramik"
3;"C234";"C 23.4";"Herstellung von sonstigen Porzellan- und keramischen Erzeugnissen";"H.v. sonst. keramischen Erzeugnissen"
4;"C2341";"C 23.41";"Herstellung von keramischen Haushaltswaren und Ziergegenständen";"H.v. keramischen Haushaltswaren"
5;"C23410";"C 23.41-0";"Herstellung von keramischen Haushaltswaren und Ziergegenständen";"H.v. keramischen Haushaltswaren"
4;"C2342";"C 23.42";"Herstellung von Sanitärkeramik";"H.v. Sanitärkeramik"
5;"C23420";"C 23.42-0";"Herstellung von Sanitärkeramik";"H.v. Sanitärkeramik"
4;"C2343";"C 23.43";"Herstellung von Isolatoren und Isolierteilen aus Keramik";"H.v. Isolatoren aus Keramik"
5;"C23430";"C 23.43-0";"Herstellung von Isolatoren und Isolierteilen aus Keramik";"H.v. Isolatoren aus Keramik"
4;"C2344";"C 23.44";"Herstellung von keramischen Erzeugnissen für sonstige technische Zwecke";"H.v. sonst. techn. Keramikerzeugnissen"
5;"C23440";"C 23.44-0";"Herstellung von keramischen Erzeugnissen für sonstige technische Zwecke";"H.v. sonst. techn. Keramikerzeugnissen"
4;"C2349";"C 23.49";"Herstellung von sonstigen keramischen Erzeugnissen";"H.v. sonst. keramischen Erzeugnissen"
5;"C23490";"C 23.49-0";"Herstellung von sonstigen keramischen Erzeugnissen";"H.v. sonst. keramischen Erzeugnissen"
3;"C235";"C 23.5";"Herstellung von Zement, Kalk und gebranntem Gips";"H.v. Zement, Kalk und gebranntem Gips"
4;"C2351";"C 23.51";"Herstellung von Zement";"H.v. Zement"
5;"C23510";"C 23.51-0";"Herstellung von Zement";"H.v. Zement"
4;"C2352";"C 23.52";"Herstellung von Kalk und gebranntem Gips";"H.v. Kalk und gebranntem Gips"
5;"C23520";"C 23.52-0";"Herstellung von Kalk und gebranntem Gips";"H.v. Kalk und gebranntem Gips"
3;"C236";"C 23.6";"Herstellung von Erzeugnissen aus Beton, Zement und Gips";"H.v. Beton-, Zement- und Gipserzeugn."
4;"C2361";"C 23.61";"Herstellung von Erzeugnissen aus Beton, Zement und Kalksandstein für den Bau";"H.v. Beton-/Zementwaren für Bauzwecke"
5;"C23610";"C 23.61-0";"Herstellung von Erzeugnissen aus Beton, Zement und Kalksandstein für den Bau";"H.v. Beton-/Zementwaren für Bauzwecke"
4;"C2362";"C 23.62";"Herstellung von Gipserzeugnissen für den Bau";"H.v. Gipserzeugnissen für den Bau"
5;"C23620";"C 23.62-0";"Herstellung von Gipserzeugnissen für den Bau";"H.v. Gipserzeugnissen für den Bau"
4;"C2363";"C 23.63";"Herstellung von Frischbeton (Transportbeton)";"H.v. Frischbeton"
5;"C23630";"C 23.63-0";"Herstellung von Frischbeton (Transportbeton)";"H.v. Frischbeton"
4;"C2364";"C 23.64";"Herstellung von Mörtel und anderem Beton (Trockenbeton)";"H.v. Mörtel und anderem Beton"
5;"C23640";"C 23.64-0";"Herstellung von Mörtel und anderem Beton (Trockenbeton)";"H.v. Mörtel und anderem Beton"
4;"C2365";"C 23.65";"Herstellung von Faserzementwaren";"H.v. Faserzementwaren"
5;"C23650";"C 23.65-0";"Herstellung von Faserzementwaren";"H.v. Faserzementwaren"
4;"C2369";"C 23.69";"Herstellung von sonstigen Erzeugnissen aus Beton, Zement und Gips a.n.g.";"H.v. Beton-/Zementerzeugnissen a.n.g."
5;"C23690";"C 23.69-0";"Herstellung von sonstigen Erzeugnissen aus Beton, Zement und Gips a.n.g.";"H.v. Beton-/Zementerzeugnissen a.n.g."
3;"C237";"C 23.7";"Be- und Verarbeitung von Naturwerksteinen und Natursteinen a.n.g.";"Bearbeitung v. Natursteinen a.n.g."
4;"C2370";"C 23.70";"Be- und Verarbeitung von Naturwerksteinen und Natursteinen a.n.g.";"Bearbeitung v. Natursteinen a.n.g."
5;"C23700";"C 23.70-0";"Be- und Verarbeitung von Naturwerksteinen und Natursteinen a.n.g.";"Bearbeitung v. Natursteinen a.n.g."
3;"C239";"C 23.9";"Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage sowie sonstigen Erzeugnissen aus nicht metallischen Mineralien a.n.g.";"H.v. Erzeugn. (nicht metall. Mineralien)"
4;"C2391";"C 23.91";"Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage";"H.v. Schleifkörpern und -mitteln"
5;"C23910";"C 23.91-0";"Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage";"H.v. Schleifkörpern und -mitteln"
4;"C2399";"C 23.99";"Herstellung von sonstigen Erzeugnissen aus nicht metallischen Mineralien a.n.g.";"H.v. Mineralerzeugnissen a.n.g."
5;"C23990";"C 23.99-0";"Herstellung von sonstigen Erzeugnissen aus nicht metallischen Mineralien a.n.g.";"H.v. Erzeugn. (nicht metall. Mineralien)"
2;"C24";"C 24";"Metallerzeugung und -bearbeitung";"Metallerzeugung und -bearbeitung"
3;"C241";"C 24.1";"Erzeugung von Roheisen, Stahl und Ferrolegierungen";"Roheisen- und Stahlerzeugung"
4;"C2410";"C 24.10";"Erzeugung von Roheisen, Stahl und Ferrolegierungen";"Roheisen- und Stahlerzeugung"
5;"C24100";"C 24.10-0";"Erzeugung von Roheisen, Stahl und Ferrolegierungen";"Roheisen- und Stahlerzeugung"
3;"C242";"C 24.2";"Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl";"H.v. Stahlrohren"
4;"C2420";"C 24.20";"Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl";"H.v. Stahlrohren"
5;"C24200";"C 24.20-0";"Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl";"H.v. Stahlrohren"
3;"C243";"C 24.3";"Sonstige erste Bearbeitung von Eisen und Stahl";"Sonst. Bearbeitung  v. Eisen und Stahl"
4;"C2431";"C 24.31";"Herstellung von Blankstahl";"H.v. Blankstahl"
5;"C24310";"C 24.31-0";"Herstellung von Blankstahl";"H.v. Blankstahl"
4;"C2432";"C 24.32";"Herstellung von Kaltband mit einer Breite von weniger als 600 mm";"H.v. Kaltband mit Breite < 600mm"
5;"C24320";"C 24.32-0";"Herstellung von Kaltband mit einer Breite von weniger als 600 mm";"H.v. Kaltband mit Breite < 600mm"
4;"C2433";"C 24.33";"Herstellung von Kaltprofilen";"H.v. Kaltprofilen"
5;"C24330";"C 24.33-0";"Herstellung von Kaltprofilen";"H.v. Kaltprofilen"
4;"C2434";"C 24.34";"Herstellung von kaltgezogenem Draht";"H.v. kaltgezogenem Draht"
5;"C24340";"C 24.34-0";"Herstellung von kaltgezogenem Draht";"H.v. kaltgezogenem Draht"
3;"C244";"C 24.4";"Erzeugung und erste Bearbeitung von NE-Metallen";"Erzeugung v. NE-Metallen"
4;"C2441";"C 24.41";"Erzeugung und erste Bearbeitung von Edelmetallen";"Erzeugung v. Edelmetallen"
5;"C24410";"C 24.41-0";"Erzeugung und erste Bearbeitung von Edelmetallen";"Erzeugung v. Edelmetallen"
4;"C2442";"C 24.42";"Erzeugung und erste Bearbeitung von Aluminium";"Erzeugung v. Aluminium"
5;"C24420";"C 24.42-0";"Erzeugung und erste Bearbeitung von Aluminium";"Erzeugung v. Aluminium"
4;"C2443";"C 24.43";"Erzeugung und erste Bearbeitung von Blei, Zink und Zinn";"Erzeugung v. Blei, Zink und Zinn"
5;"C24430";"C 24.43-0";"Erzeugung und erste Bearbeitung von Blei, Zink und Zinn";"Erzeugung v. Blei, Zink und Zinn"
4;"C2444";"C 24.44";"Erzeugung und erste Bearbeitung von Kupfer";"Erzeugung v. Kupfer"
5;"C24440";"C 24.44-0";"Erzeugung und erste Bearbeitung von Kupfer";"Erzeugung v. Kupfer"
4;"C2445";"C 24.45";"Erzeugung und erste Bearbeitung von sonstigen NE-Metallen";"Erzeugung v. sonstigen NE-Metallen"
5;"C24450";"C 24.45-0";"Erzeugung und erste Bearbeitung von sonstigen NE-Metallen";"Erzeugung v. sonstigen NE-Metallen"
4;"C2446";"C 24.46";"Aufbereitung von Kernbrennstoffen";"Aufbereitung v. Kernbrennstoffen"
5;"C24460";"C 24.46-0";"Aufbereitung von Kernbrennstoffen";"Aufbereitung v. Kernbrennstoffen"
3;"C245";"C 24.5";"Gießereien";"Gießereien"
4;"C2451";"C 24.51";"Eisengießereien";"Eisengießereien"
5;"C24510";"C 24.51-0";"Eisengießereien";"Eisengießereien"
4;"C2452";"C 24.52";"Stahlgießereien";"Stahlgießereien"
5;"C24520";"C 24.52-0";"Stahlgießereien";"Stahlgießereien"
4;"C2453";"C 24.53";"Leichtmetallgießereien";"Leichtmetallgießereien"
5;"C24530";"C 24.53-0";"Leichtmetallgießereien";"Leichtmetallgießereien"
4;"C2454";"C 24.54";"Buntmetallgießereien";"Buntmetallgießereien"
5;"C24540";"C 24.54-0";"Buntmetallgießereien";"Buntmetallgießereien"
2;"C25";"C 25";"Herstellung von Metallerzeugnissen";"H.v. Metallerzeugnissen"
3;"C251";"C 25.1";"Stahl- und Leichtmetallbau";"Stahl- und Leichtmetallbau"
4;"C2511";"C 25.11";"Herstellung von Metallkonstruktionen";"H.v. Metallkonstruktionen"
5;"C25110";"C 25.11-0";"Herstellung von Metallkonstruktionen";"H.v. Metallkonstruktionen"
4;"C2512";"C 25.12";"Herstellung von Ausbauelementen aus Metall";"H.v. Ausbauelementen aus Metall"
5;"C25121";"C 25.12-1";"Herstellung von Ausbauelementen aus Stahl";"H.v. Ausbauelementen aus Stahl"
5;"C25122";"C 25.12-2";"Herstellung von Ausbauelementen aus Leichtmetall";"H.v. Ausbauelementen aus Leichtmetall"
