"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
4;"G4519";"G 45.19";"Sale of other motor vehicles";""
5;"G45190";"G 45.19-0";"Sale of other motor vehicles";""
3;"G452";"G 45.2";"Maintenance and repair of motor vehicles";""
4;"G4520";"G 45.20";"Maintenance and repair of motor vehicles";""
5;"G45200";"G 45.20-0";"Maintenance and repair of motor vehicles";""
3;"G453";"G 45.3";"Sale of motor vehicle parts and accessories";""
4;"G4531";"G 45.31";"Wholesale trade of motor vehicle parts and accessories";""
5;"G45310";"G 45.31-0";"Wholesale trade of motor vehicle parts and accessories";""
4;"G4532";"G 45.32";"Retail trade of motor vehicle parts and accessories";""
5;"G45320";"G 45.32-0";"Retail trade of motor vehicle parts and accessories";""
3;"G454";"G 45.4";"Sale, maintenance and repair of motorcycles and related parts and accessories";""
4;"G4540";"G 45.40";"Sale, maintenance and repair of motorcycles and related parts and accessories";""
5;"G45400";"G 45.40-0";"Sale, maintenance and repair of motorcycles and related parts and accessories";""
2;"G46";"G 46";"Wholesale trade, except of motor vehicles and motorcycles";""
3;"G461";"G 46.1";"Wholesale on a fee or contract basis";""
4;"G4611";"G 46.11";"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semifinished goods";""
5;"G46110";"G 46.11-0";"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semifinished goods";""
4;"G4612";"G 46.12";"Agents involved in the sale of fuels, ores, metals and industrial chemicals";""
5;"G46120";"G 46.12-0";"Agents involved in the sale of fuels, ores, metals and industrial chemicals";""
4;"G4613";"G 46.13";"Agents involved in the sale of timber and building materials";""
5;"G46130";"G 46.13-0";"Agents involved in the sale of timber and building materials";""
4;"G4614";"G 46.14";"Agents involved in the sale of machinery, industrial equipment, ships and aircraft";""
5;"G46140";"G 46.14-0";"Agents involved in the sale of machinery, industrial equipment, ships and aircraft";""
4;"G4615";"G 46.15";"Agents involved in the sale of furniture, household goods, hardware and ironmongery";""
5;"G46150";"G 46.15-0";"Agents involved in the sale of furniture, household goods, hardware and ironmongery";""
4;"G4616";"G 46.16";"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods";""
5;"G46160";"G 46.16-0";"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods";""
4;"G4617";"G 46.17";"Agents involved in the sale of food, beverages and tobacco";""
5;"G46170";"G 46.17-0";"Agents involved in the sale of food, beverages and tobacco";""
4;"G4618";"G 46.18";"Agents specialised in the sale of other particular products";""
5;"G46180";"G 46.18-0";"Agents specialised in the sale of other particular products";""
4;"G4619";"G 46.19";"Agents involved in the sale of a variety of goods";""
5;"G46190";"G 46.19-0";"Agents involved in the sale of a variety of goods";""
3;"G462";"G 46.2";"Wholesale of agricultural raw materials and live animals";""
4;"G4621";"G 46.21";"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds";""
5;"G46210";"G 46.21-0";"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds";""
4;"G4622";"G 46.22";"Wholesale of flowers and plants";""
5;"G46220";"G 46.22-0";"Wholesale of flowers and plants";""
4;"G4623";"G 46.23";"Wholesale of live animals";""
5;"G46230";"G 46.23-0";"Wholesale of live animals";""
4;"G4624";"G 46.24";"Wholesale of hides, skins and leather";""
5;"G46240";"G 46.24-0";"Wholesale of hides, skins and leather";""
3;"G463";"G 46.3";"Wholesale of food, beverages and tobacco";""
4;"G4631";"G 46.31";"Wholesale of fruit and vegetables";""
5;"G46310";"G 46.31-0";"Wholesale of fruit and vegetables";""
4;"G4632";"G 46.32";"Wholesale of meat and meat products";""
5;"G46320";"G 46.32-0";"Wholesale of meat and meat products";""
4;"G4633";"G 46.33";"Wholesale of dairy products, eggs and edible oils and fats";""
5;"G46330";"G 46.33-0";"Wholesale of dairy products, eggs and edible oils and fats";""
4;"G4634";"G 46.34";"Wholesale of beverages";""
5;"G46341";"G 46.34-1";"Wholesale of wine and liquors";""
5;"G46349";"G 46.34-9";"Wholesale of other beverages";""
4;"G4635";"G 46.35";"Wholesale of tobacco products";""
5;"G46350";"G 46.35-0";"Wholesale of tobacco products";""
4;"G4636";"G 46.36";"Wholesale of sugar and chocolate and sugar confectionery";""
5;"G46360";"G 46.36-0";"Wholesale of sugar and chocolate and sugar confectionery";""
4;"G4637";"G 46.37";"Wholesale of coffee, tea, cocoa and spices";""
5;"G46370";"G 46.37-0";"Wholesale of coffee, tea, cocoa and spices";""
4;"G4638";"G 46.38";"Wholesale of other food, including fish, crustaceans and molluscs";""
5;"G46380";"G 46.38-0";"Wholesale of other food, including fish, crustaceans and molluscs";""
4;"G4639";"G 46.39";"Non-specialised wholesale of food, beverages and tobacco";""
5;"G46390";"G 46.39-0";"Non-specialised wholesale of food, beverages and tobacco";""
3;"G464";"G 46.4";"Wholesale of household goods";""
4;"G4641";"G 46.41";"Wholesale of textiles";""
5;"G46410";"G 46.41-0";"Wholesale of textiles";""
4;"G4642";"G 46.42";"Wholesale of clothing and footwear";""
5;"G46421";"G 46.42-1";"Wholesale of clothing";""
5;"G46422";"G 46.42-2";"Wholesale of footwear";""
4;"G4643";"G 46.43";"Wholesale of electrical household appliances";""
5;"G46431";"G 46.43-1";"Wholesale of photographic and optical goods";""
5;"G46432";"G 46.43-2";"Wholesale of electrical household appliances";""
5;"G46433";"G 46.43-3";"Wholesale of audio and video equipment";""
4;"G4644";"G 46.44";"Wholesale of china and glassware and cleaning materials";""
5;"G46440";"G 46.44-0";"Wholesale of china and glassware and cleaning materials";""
4;"G4645";"G 46.45";"Wholesale of perfume and cosmetics";""
5;"G46450";"G 46.45-0";"Wholesale of perfume and cosmetics";""
4;"G4646";"G 46.46";"Wholesale of pharmaceutical goods";""
5;"G46461";"G 46.46-1";"Wholesale of pharmaceutical products";""
5;"G46462";"G 46.46-2";"Wholesale of orthopaedic appliances and medical and surgical equipment";""
4;"G4647";"G 46.47";"Wholesale of furniture, carpets and lighting equipment";""
5;"G46470";"G 46.47-0";"Wholesale of furniture, carpets and lighting equipment";""
4;"G4648";"G 46.48";"Wholesale of watches and jewellery";""
5;"G46480";"G 46.48-0";"Wholesale of watches and jewellery";""
4;"G4649";"G 46.49";"Wholesale of other household goods";""
5;"G46491";"G 46.49-1";"Wholesale of stationery and office supplies";""
5;"G46492";"G 46.49-2";"Wholesale of books, magazines and newspapers";""
5;"G46493";"G 46.49-3";"Wholesale of sports goods";""
5;"G46494";"G 46.49-4";"Wholesale of games and toys and musical instruments";""
5;"G46499";"G 46.49-9";"Wholesale of other household goods n.e.c.";""
3;"G465";"G 46.5";"Wholesale of information and communication equipment";""
4;"G4651";"G 46.51";"Wholesale of computers, computer peripheral equipment and software";""
5;"G46511";"G 46.51-1";"Wholesale of computers and peripheral equipment";""
5;"G46512";"G 46.51-2";"Wholesale of packaged software";""
4;"G4652";"G 46.52";"Wholesale of electronic and telecommunications equipment and parts";""
5;"G46520";"G 46.52-0";"Wholesale of electronic and telecommunications equipment and parts";""
3;"G466";"G 46.6";"Wholesale of other machinery, equipment and supplies";""
4;"G4661";"G 46.61";"Wholesale of agricultural machinery, equipment and supplies";""
5;"G46610";"G 46.61-0";"Wholesale of agricultural machinery, equipment and supplies";""
4;"G4662";"G 46.62";"Wholesale of machine tools";""
5;"G46620";"G 46.62-0";"Wholesale of machine tools";""
4;"G4663";"G 46.63";"Wholesale of mining, construction and civil engineering machinery";""
5;"G46630";"G 46.63-0";"Wholesale of mining, construction and civil engineering machinery";""
4;"G4664";"G 46.64";"Wholesale of machinery for the textile industry and of sewing and knitting machines";""
5;"G46640";"G 46.64-0";"Wholesale of machinery for the textile industry and of sewing and knitting machines";""
4;"G4665";"G 46.65";"Wholesale of office furniture";""
5;"G46650";"G 46.65-0";"Wholesale of office furniture";""
4;"G4666";"G 46.66";"Wholesale of other office machinery and equipment";""
5;"G46660";"G 46.66-0";"Wholesale of other office machinery and equipment";""
4;"G4669";"G 46.69";"Wholesale of other machinery and equipment";""
5;"G46690";"G 46.69-0";"Wholesale of other machinery and equipment";""
3;"G467";"G 46.7";"Other specialised wholesale";""
4;"G4671";"G 46.71";"Wholesale of solid, liquid and gaseous fuels and related products";""
5;"G46711";"G 46.71-1";"Wholesale of solid fuels";""
5;"G46712";"G 46.71-2";"Wholesale of liquid and gaseous fuels";""
4;"G4672";"G 46.72";"Wholesale of metals and metal ores";""
5;"G46721";"G 46.72-1";"Wholesale of metal ores, ferrous metals in primary forms and semi-finished ferrous metal products";""
5;"G46722";"G 46.72-2";"Wholesale of non-ferrous metals in primary forms and semi-finished non-ferrous metal products";""
4;"G4673";"G 46.73";"Wholesale of wood, construction materials and sanitary equipment";""
5;"G46731";"G 46.73-1";"Wholesale of wood";""
5;"G46732";"G 46.73-2";"Wholesale of construction materials and sanitary equipment";""
5;"G46733";"G 46.73-3";"Wholesale of flat glass, paints and varnishes, wallpaper and floor  coverings";""
4;"G4674";"G 46.74";"Wholesale of hardware, plumbing and heating equipment and supplies";""
5;"G46740";"G 46.74-0";"Wholesale of hardware, plumbing and heating equipment and supplies";""
4;"G4675";"G 46.75";"Wholesale of chemical products";""
5;"G46750";"G 46.75-0";"Wholesale of chemical products";""
4;"G4676";"G 46.76";"Wholesale of other intermediate products";""
5;"G46761";"G 46.76-1";"Wholesale of paper in bulk";""
5;"G46769";"G 46.76-9";"Wholesale of other intermediate products n.e.c.";""
4;"G4677";"G 46.77";"Wholesale of waste and scrap";""
5;"G46770";"G 46.77-0";"Wholesale of waste and scrap";""
3;"G469";"G 46.9";"Non-specialised wholesale trade";""
4;"G4690";"G 46.90";"Non-specialised wholesale trade";""
5;"G46900";"G 46.90-0";"Non-specialised wholesale trade";""
2;"G47";"G 47";"Retail trade, except of motor vehicles and motorcycles";""
3;"G471";"G 47.1";"Retail sale in non-specialised stores";""
4;"G4711";"G 47.11";"Retail sale in non-specialised stores with food, beverages or tobacco predominating";""
5;"G47110";"G 47.11-0";"Retail sale in non-specialised stores with food, beverages or tobacco predominating";""
4;"G4719";"G 47.19";"Other retail sale in non-specialised stores";""
5;"G47191";"G 47.19-1";"Department stores";""
5;"G47199";"G 47.19-9";"Other retail sale in non-specialised stores (except department stores)";""
3;"G472";"G 47.2";"Retail sale of food, beverages and tobacco in specialised stores";""
4;"G4721";"G 47.21";"Retail sale of fruit and vegetables in specialised stores";""
5;"G47210";"G 47.21-0";"Retail sale of fruit and vegetables in specialised stores";""
4;"G4722";"G 47.22";"Retail sale of meat and meat products in specialised stores";""
5;"G47220";"G 47.22-0";"Retail sale of meat and meat products in specialised stores";""
4;"G4723";"G 47.23";"Retail sale of fish, crustaceans and molluscs in specialised stores";""
5;"G47230";"G 47.23-0";"Retail sale of fish, crustaceans and molluscs in specialised stores";""
4;"G4724";"G 47.24";"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores";""
5;"G47240";"G 47.24-0";"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores";""
4;"G4725";"G 47.25";"Retail sale of beverages in specialised stores";""
5;"G47250";"G 47.25-0";"Retail sale of beverages in specialised stores";""
4;"G4726";"G 47.26";"Retail sale of tobacco products in specialised stores";""
5;"G47260";"G 47.26-0";"Retail sale of tobacco products in specialised stores";""
4;"G4729";"G 47.29";"Other retail sale of food in specialised stores";""
5;"G47290";"G 47.29-0";"Other retail sale of food in specialised stores";""
3;"G473";"G 47.3";"Retail sale of automotive fuel in specialised stores";""
4;"G4730";"G 47.30";"Retail sale of automotive fuel in specialised stores";""
5;"G47300";"G 47.30-0";"Retail sale of automotive fuel in specialised stores";""
3;"G474";"G 47.4";"Retail sale of information and communication equipment in specialised stores";""
4;"G4741";"G 47.41";"Retail sale of computers, peripheral units and software in specialised stores";""
5;"G47410";"G 47.41-0";"Retail sale of computers, peripheral units and software in specialised stores";""
4;"G4742";"G 47.42";"Retail sale of telecommunications equipment in specialised stores";""
5;"G47420";"G 47.42-0";"Retail sale of telecommunications equipment in specialised stores";""
4;"G4743";"G 47.43";"Retail sale of audio and video equipment in specialised stores";""
5;"G47430";"G 47.43-0";"Retail sale of audio and video equipment in specialised stores";""
3;"G475";"G 47.5";"Retail sale of other household equipment in specialised stores";""
4;"G4751";"G 47.51";"Retail sale of textiles in specialised stores";""
5;"G47510";"G 47.51-0";"Retail sale of textiles in specialised stores";""
4;"G4752";"G 47.52";"Retail sale of hardware, paints and glass in specialised stores";""
5;"G47520";"G 47.52-0";"Retail sale of hardware, paints and glass in specialised stores";""
4;"G4753";"G 47.53";"Retail sale of carpets, rugs, wall and floor coverings in specialised stores";""
5;"G47530";"G 47.53-0";"Retail sale of carpets, rugs, wall and floor coverings in specialised stores";""
4;"G4754";"G 47.54";"Retail sale of electrical household appliances in specialised stores";""
5;"G47540";"G 47.54-0";"Retail sale of electrical household appliances in specialised stores";""
4;"G4759";"G 47.59";"Retail sale of furniture, lighting equipment and other household articles in specialised stores";""
5;"G47591";"G 47.59-1";"Retail sale of musical instruments and scores in specialised stores";""
5;"G47592";"G 47.59-2";"Retail sale of household furniture in specialised stores";""
5;"G47599";"G 47.59-9";"Retail sale of other household articles n.e.c. in specialised stores";""
3;"G476";"G 47.6";"Retail sale of cultural and recreation goods in specialised stores";""
4;"G4761";"G 47.61";"Retail sale of books in specialised stores";""
5;"G47610";"G 47.61-0";"Retail sale of books in specialised stores";""
4;"G4762";"G 47.62";"Retail sale of newspapers and stationery in specialised stores";""
5;"G47620";"G 47.62-0";"Retail sale of newspapers and stationery in specialised stores";""
4;"G4763";"G 47.63";"Retail sale of music and video recordings in specialised stores";""
5;"G47630";"G 47.63-0";"Retail sale of music and video recordings in specialised stores";""
4;"G4764";"G 47.64";"Retail sale of sporting equipment in specialised stores";""
5;"G47640";"G 47.64-0";"Retail sale of sporting equipment in specialised stores";""
4;"G4765";"G 47.65";"Retail sale of games and toys in specialised stores";""
5;"G47650";"G 47.65-0";"Retail sale of games and toys in specialised stores";""
3;"G477";"G 47.7";"Retail sale of other goods in specialised stores";""
4;"G4771";"G 47.71";"Retail sale of clothing in specialised stores";""
5;"G47710";"G 47.71-0";"Retail sale of clothing in specialised stores";""
4;"G4772";"G 47.72";"Retail sale of footwear and leather goods in specialised stores";""
5;"G47721";"G 47.72-1";"Retail sale of footwear in specialised stores";""
5;"G47722";"G 47.72-2";"Retail sale of leather goods and travel accessories in specialised stores";""
4;"G4773";"G 47.73";"Dispensing chemist in specialised stores";""
5;"G47730";"G 47.73-0";"Dispensing chemist in specialised stores";""
4;"G4774";"G 47.74";"Retail sale of medical and orthopaedic goods in specialised stores";""
5;"G47740";"G 47.74-0";"Retail sale of medical and orthopaedic goods in specialised stores";""
4;"G4775";"G 47.75";"Retail sale of cosmetic and toilet articles in specialised stores";""
5;"G47750";"G 47.75-0";"Retail sale of cosmetic and toilet articles in specialised stores";""
4;"G4776";"G 47.76";"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores";""
5;"G47761";"G 47.76-1";"Retail sale of flowers, plants, seeds, fertilisers in specialised stores";""
5;"G47762";"G 47.76-2";"Retail sale of pet animals and pet food in specialised stores";""
4;"G4777";"G 47.77";"Retail sale of watches and jewellery in specialised stores";""
5;"G47770";"G 47.77-0";"Retail sale of watches and jewellery in specialised stores";""
4;"G4778";"G 47.78";"Other retail sale of new goods in specialised stores";""
5;"G47781";"G 47.78-1";"Retail sale of photographic, optical and precision equipment in specialised stores";""
5;"G47782";"G 47.78-2";"Retail sale of  household fuel oil, bottled gas, coal and fuel wood  in specialised stores";""
5;"G47789";"G 47.78-9";"Other retail sale of new goods n.e.c. in specialised stores";""
4;"G4779";"G 47.79";"Retail sale of second-hand goods in stores";""
5;"G47790";"G 47.79-0";"Retail sale of second-hand goods in stores";""
3;"G478";"G 47.8";"Retail sale via stalls and markets";""
4;"G4781";"G 47.81";"Retail sale via stalls and markets of food, beverages and tobacco products";""
5;"G47810";"G 47.81-0";"Retail sale via stalls and markets of food, beverages and tobacco products";""
4;"G4782";"G 47.82";"Retail sale via stalls and markets of textiles, clothing and footwear";""
5;"G47820";"G 47.82-0";"Retail sale via stalls and markets of textiles, clothing and footwear";""
4;"G4789";"G 47.89";"Retail sale via stalls and markets of other goods";""
5;"G47890";"G 47.89-0";"Retail sale via stalls and markets of other goods";""
3;"G479";"G 47.9";"Retail trade not in stores, stalls or markets";""
4;"G4791";"G 47.91";"Retail sale via mail order houses or via Internet";""
5;"G47910";"G 47.91-0";"Retail sale via mail order houses or via Internet";""
4;"G4799";"G 47.99";"Other retail sale not in stores, stalls or markets";""
5;"G47990";"G 47.99-0";"Other retail sale not in stores, stalls or markets";""
1;"H";"H";"TRANSPORTATION AND STORAGE";""
2;"H49";"H 49";"Land transport and transport via pipelines";""
3;"H491";"H 49.1";"Passenger rail transport, interurban";""
4;"H4910";"H 49.10";"Passenger rail transport, interurban";""
5;"H49100";"H 49.10-0";"Passenger rail transport, interurban";""
3;"H492";"H 49.2";"Freight rail transport";""
4;"H4920";"H 49.20";"Freight rail transport";""
5;"H49200";"H 49.20-0";"Freight rail transport";""
3;"H493";"H 49.3";"Other passenger land transport";""
4;"H4931";"H 49.31";"Urban and suburban passenger land transport";""
5;"H49311";"H 49.31-1";"Passanger land transport by tramways, trolley buses, undergrounds and suburban railways";""
5;"H49312";"H 49.31-2";"Urban and suburban passanger land transport services by buses (without trolley buses)";""
4;"H4932";"H 49.32";"Taxi operation";""
5;"H49320";"H 49.32-0";"Taxi operation";""
4;"H4939";"H 49.39";"Other passenger land transport n.e.c.";""
5;"H49391";"H 49.39-1";"Transport by cable railways, funiculars and ski-lifts";""
5;"H49399";"H 49.39-9";"Other passenger land transport n.e.c. (except transport by cable railways, funiculars and ski-lifts )";""
3;"H494";"H 49.4";"Freight transport by road and removal services";""
4;"H4941";"H 49.41";"Freight transport by road";""
5;"H49410";"H 49.41-0";"Freight transport by road";""
4;"H4942";"H 49.42";"Removal services";""
5;"H49420";"H 49.42-0";"Removal services";""
3;"H495";"H 49.5";"Transport via pipeline";""
4;"H4950";"H 49.50";"Transport via pipeline";""
5;"H49500";"H 49.50-0";"Transport via pipeline";""
2;"H50";"H 50";"Water transport";""
3;"H501";"H 50.1";"Sea and coastal passenger water transport";""
4;"H5010";"H 50.10";"Sea and coastal passenger water transport";""
5;"H50100";"H 50.10-0";"Sea and coastal passenger water transport";""
3;"H502";"H 50.2";"Sea and coastal freight water transport";""
4;"H5020";"H 50.20";"Sea and coastal freight water transport";""
5;"H50200";"H 50.20-0";"Sea and coastal freight water transport";""
3;"H503";"H 50.3";"Inland passenger water transport";""
4;"H5030";"H 50.30";"Inland passenger water transport";""
5;"H50300";"H 50.30-0";"Inland passenger water transport";""
3;"H504";"H 50.4";"Inland freight water transport";""
4;"H5040";"H 50.40";"Inland freight water transport";""
5;"H50400";"H 50.40-0";"Inland freight water transport";""
2;"H51";"H 51";"Air transport";""
3;"H511";"H 51.1";"Passenger air transport";""
4;"H5110";"H 51.10";"Passenger air transport";""
5;"H51100";"H 51.10-0";"Passenger air transport";""
3;"H512";"H 51.2";"Freight air transport and space transport";""
4;"H5121";"H 51.21";"Freight air transport";""
5;"H51210";"H 51.21-0";"Freight air transport";""
4;"H5122";"H 51.22";"Space transport";""
5;"H51220";"H 51.22-0";"Space transport";""
2;"H52";"H 52";"Warehousing and support activities for transportation";""
3;"H521";"H 52.1";"Warehousing and storage";""
4;"H5210";"H 52.10";"Warehousing and storage";""
5;"H52100";"H 52.10-0";"Warehousing and storage";""
3;"H522";"H 52.2";"Support activities for transportation";""
4;"H5221";"H 52.21";"Service activities incidental to land transportation";""
5;"H52211";"H 52.21-1";"Operation of car parks and garages";""
5;"H52212";"H 52.21-2";"Operation of toll roads";""
5;"H52219";"H 52.21-9";"Service activities incidental to land transportation n.e.c.";""
4;"H5222";"H 52.22";"Service activities incidental to water transportation";""
5;"H52220";"H 52.22-0";"Service activities incidental to water transportation";""
4;"H5223";"H 52.23";"Service activities incidental to air transportation";""
5;"H52230";"H 52.23-0";"Service activities incidental to air transportation";""
4;"H5224";"H 52.24";"Cargo handling";""
5;"H52240";"H 52.24-0";"Cargo handling";""
4;"H5229";"H 52.29";"Other transportation support activities";""
5;"H52290";"H 52.29-0";"Other transportation support activities";""
2;"H53";"H 53";"Postal and courier activities";""
3;"H531";"H 53.1";"Postal activities under universal service obligation";""
4;"H5310";"H 53.10";"Postal activities under universal service obligation";""
5;"H53100";"H 53.10-0";"Postal activities under universal service obligation";""
3;"H532";"H 53.2";"Other postal and courier activities";""
4;"H5320";"H 53.20";"Other postal and courier activities";""
5;"H53200";"H 53.20-0";"Other postal and courier activities";""
1;"I";"I";"ACCOMMODATION AND FOOD SERVICE ACTIVITIES";""
2;"I55";"I 55";"Accommodation";""
3;"I551";"I 55.1";"Hotels and similar accommodation";""
4;"I5510";"I 55.10";"Hotels and similar accommodation";""
5;"I55101";"I 55.10-1";"Hotels";""
5;"I55102";"I 55.10-2";"Inns (with accommodation)";""
5;"I55103";"I 55.10-3";"Boarding houses";""
3;"I552";"I 55.2";"Holiday and other short-stay accommodation";""
4;"I5520";"I 55.20";"Holiday and other short-stay accommodation";""
5;"I55201";"I 55.20-1";"Youth hostels";""
5;"I55202";"I 55.20-2";"Mountain refuges";""
5;"I55203";"I 55.20-3";"Cottages and holiday flats";""
3;"I553";"I 55.3";"Camping grounds, recreational vehicle parks and trailer parks";""
4;"I5530";"I 55.30";"Camping grounds, recreational vehicle parks and trailer parks";""
5;"I55300";"I 55.30-0";"Camping grounds, recreational vehicle parks and trailer parks";""
3;"I559";"I 55.9";"Other accommodation";""
4;"I5590";"I 55.90";"Other accommodation";""
5;"I55900";"I 55.90-0";"Other accommodation";""
2;"I56";"I 56";"Food and beverage service activities";""
3;"I561";"I 56.1";"Restaurants and mobile food service activities";""
4;"I5610";"I 56.10";"Restaurants and mobile food service activities";""
5;"I56101";"I 56.10-1";"Restaurants";""
5;"I56102";"I 56.10-2";"Refreshment and take away stands";""
5;"I56103";"I 56.10-3";"Coffee-houses";""
5;"I56104";"I 56.10-4";"Ice cream parlours";""
3;"I562";"I 56.2";"Event catering and other food service activities";""
4;"I5621";"I 56.21";"Event catering activities";""
5;"I56210";"I 56.21-0";"Event catering activities";""
4;"I5629";"I 56.29";"Other food service activities";""
5;"I56290";"I 56.29-0";"Other food service activities";""
3;"I563";"I 56.3";"Beverage serving activities";""
4;"I5630";"I 56.30";"Beverage serving activities";""
5;"I56301";"I 56.30-1";"Bars and discotheques";""
5;"I56309";"I 56.30-9";"Other beverage serving activities";""
1;"J";"J";"INFORMATION AND COMMUNICATION";""
2;"J58";"J 58";"Publishing activities";""
3;"J581";"J 58.1";"Publishing of books, periodicals and other publishing activities";""
4;"J5811";"J 58.11";"Book publishing";""
5;"J58110";"J 58.11-0";"Book publishing";""
4;"J5812";"J 58.12";"Publishing of directories and mailing lists";""
5;"J58120";"J 58.12-0";"Publishing of directories and mailing lists";""
4;"J5813";"J 58.13";"Publishing of newspapers";""
5;"J58130";"J 58.13-0";"Publishing of newspapers";""
4;"J5814";"J 58.14";"Publishing of journals and periodicals";""
5;"J58140";"J 58.14-0";"Publishing of journals and periodicals";""
4;"J5819";"J 58.19";"Other publishing activities";""
5;"J58190";"J 58.19-0";"Other publishing activities";""
3;"J582";"J 58.2";"Software publishing";""
4;"J5821";"J 58.21";"Publishing of computer games";""
5;"J58210";"J 58.21-0";"Publishing of computer games";""
4;"J5829";"J 58.29";"Other software publishing";""
5;"J58290";"J 58.29-0";"Other software publishing";""
2;"J59";"J 59";"Motion picture, video and television programme production, sound recording and music publishing activities";""
3;"J591";"J 59.1";"Motion picture, video and television programme activities";""
4;"J5911";"J 59.11";"Motion picture, video and television programme production activities";""
5;"J59110";"J 59.11-0";"Motion picture, video and television programme production activities";""
4;"J5912";"J 59.12";"Motion picture, video and television programme post-production activities";""
5;"J59120";"J 59.12-0";"Motion picture, video and television programme post-production activities";""
4;"J5913";"J 59.13";"Motion picture, video and television programme distribution activities";""
5;"J59130";"J 59.13-0";"Motion picture, video and television programme distribution activities";""
4;"J5914";"J 59.14";"Motion picture projection activities";""
5;"J59140";"J 59.14-0";"Motion picture projection activities";""
3;"J592";"J 59.2";"Sound recording and music publishing activities";""
4;"J5920";"J 59.20";"Sound recording and music publishing activities";""
5;"J59200";"J 59.20-0";"Sound recording and music publishing activities";""
2;"J60";"J 60";"Programming and broadcasting activities";""
3;"J601";"J 60.1";"Radio broadcasting";""
4;"J6010";"J 60.10";"Radio broadcasting";""
5;"J60100";"J 60.10-0";"Radio broadcasting";""
3;"J602";"J 60.2";"Television programming and broadcasting activities";""
4;"J6020";"J 60.20";"Television programming and broadcasting activities";""
5;"J60200";"J 60.20-0";"Television programming and broadcasting activities";""
2;"J61";"J 61";"Telecommunications";""
3;"J611";"J 61.1";"Wired telecommunications activities";""
4;"J6110";"J 61.10";"Wired telecommunications activities";""
5;"J61100";"J 61.10-0";"Wired telecommunications activities";""
3;"J612";"J 61.2";"Wireless telecommunications activities";""
4;"J6120";"J 61.20";"Wireless telecommunications activities";""
5;"J61200";"J 61.20-0";"Wireless telecommunications activities";""
3;"J613";"J 61.3";"Satellite telecommunications activities";""
4;"J6130";"J 61.30";"Satellite telecommunications activities";""
5;"J61300";"J 61.30-0";"Satellite telecommunications activities";""
3;"J619";"J 61.9";"Other telecommunications activities";""
4;"J6190";"J 61.90";"Other telecommunications activities";""
5;"J61900";"J 61.90-0";"Other telecommunications activities";""
2;"J62";"J 62";"Computer programming, consultancy and related activities";""
3;"J620";"J 62.0";"Computer programming, consultancy and related activities";""
4;"J6201";"J 62.01";"Computer programming activities";""
5;"J62010";"J 62.01-0";"Computer programming activities";""
4;"J6202";"J 62.02";"Computer consultancy activities";""
5;"J62020";"J 62.02-0";"Computer consultancy activities";""
4;"J6203";"J 62.03";"Computer facilities management activities";""
5;"J62030";"J 62.03-0";"Computer facilities management activities";""
4;"J6209";"J 62.09";"Other information technology and computer service activities";""
5;"J62090";"J 62.09-0";"Other information technology and computer service activities";""
2;"J63";"J 63";"Information service activities";""
3;"J631";"J 63.1";"Data processing, hosting and related activities; web portals";""
4;"J6311";"J 63.11";"Data processing, hosting and related activities";""
5;"J63110";"J 63.11-0";"Data processing, hosting and related activities";""
4;"J6312";"J 63.12";"Web portals";""
5;"J63120";"J 63.12-0";"Web portals";""
3;"J639";"J 63.9";"Other information service activities";""
4;"J6391";"J 63.91";"News agency activities";""
5;"J63910";"J 63.91-0";"News agency activities";""
4;"J6399";"J 63.99";"Other information service activities n.e.c.";""
5;"J63990";"J 63.99-0";"Other information service activities n.e.c.";""
1;"K";"K";"FINANCIAL AND INSURANCE ACTIVITIES";""
2;"K64";"K 64";"Financial service activities, except insurance and pension funding";""
3;"K641";"K 64.1";"Monetary intermediation";""
4;"K6411";"K 64.11";"Central banking";""
5;"K64110";"K 64.11-0";"Central banking";""
4;"K6419";"K 64.19";"Other monetary intermediation";""
5;"K64190";"K 64.19-0";"Other monetary intermediation";""
3;"K642";"K 64.2";"Activities of holding companies";""
4;"K6420";"K 64.20";"Activities of holding companies";""
5;"K64200";"K 64.20-0";"Activities of holding companies";""
3;"K643";"K 64.3";"Trusts, funds and similar financial entities";""
4;"K6430";"K 64.30";"Trusts, funds and similar financial entities";""
5;"K64301";"K 64.30-1";"Investment and real estate funds";""
5;"K64309";"K 64.30-9";"Other trusts, funds and similar financial entities n.e.c.";""
3;"K649";"K 64.9";"Other financial service activities, except insurance and pension funding";""
4;"K6491";"K 64.91";"Financial leasing";""
5;"K64910";"K 64.91-0";"Financial leasing";""
4;"K6492";"K 64.92";"Other credit granting";""
5;"K64920";"K 64.92-0";"Other credit granting";""
4;"K6499";"K 64.99";"Other financial service activities, except insurance and pension funding n.e.c.";""
